,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
1,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,0.0,GravityBasedInstallation,,,,,,,,
2,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,0.0,GravityBasedInstallation,,,,,,,,
3,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,0.0,GravityBasedInstallation,,,,,,,,
4,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,0.0,GravityBasedInstallation,,,,,,,,
5,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,0.0,GravityBasedInstallation,,,,,,,,
9,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,8.0,GravityBasedInstallation,,,,,,,,
10,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,8.0,GravityBasedInstallation,,,,,,,,
16,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,20.0,GravityBasedInstallation,,,,,,,,
17,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,20.0,GravityBasedInstallation,,,,,,,,
20,,Turbine Assembly Line 1,Delay,6.0,0.0,ACTION,26.0,GravityBasedInstallation,,,,,,,,
21,,Turbine Assembly Line 2,Delay,6.0,0.0,ACTION,26.0,GravityBasedInstallation,,,,,,,,
22,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,30.0,GravityBasedInstallation,,,,,,,,
23,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,30.0,GravityBasedInstallation,,,,,,,,
26,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,34.0,GravityBasedInstallation,,,,,,,,
27,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,34.0,GravityBasedInstallation,,,,,,,,
31,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,46.0,GravityBasedInstallation,,,,,,,,
32,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,46.0,GravityBasedInstallation,,,,,,,,
35,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,49.5,GravityBasedInstallation,,,,,,,,
36,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,49.5,GravityBasedInstallation,,,,,,,,
55,,Turbine Assembly Line 1,Delay,35.0,0.0,ACTION,84.5,GravityBasedInstallation,,,,,,,,
56,,Turbine Assembly Line 2,Delay,35.0,0.0,ACTION,84.5,GravityBasedInstallation,,,,,,,,
57,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,88.0,GravityBasedInstallation,,,,,,,,
58,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,88.0,GravityBasedInstallation,,,,,,,,
61,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,91.5,GravityBasedInstallation,,,,,,,,
62,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,91.5,GravityBasedInstallation,,,,,,,,
73,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,115.5,GravityBasedInstallation,,,,,,,,
74,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,115.5,GravityBasedInstallation,,,,,,,,
92,,Turbine Assembly Line 1,Delay,129.0,0.0,ACTION,244.5,GravityBasedInstallation,,,,,,,,
93,,Turbine Assembly Line 2,Delay,129.0,0.0,ACTION,244.5,GravityBasedInstallation,,,,,,,,
106,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
107,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
108,,Towing Group 1,Delay: No Completed Assemblies Available,316.5,1484226.75,ACTION,316.5,GravityBasedInstallation,,,,,,,3.0,
109,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,316.5,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
110,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,316.5,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
111,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
112,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,316.5,GravityBasedInstallation,,,,,,,,
114,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,324.5,GravityBasedInstallation,,,,,,,,
115,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,324.5,GravityBasedInstallation,,,,,,,,
119,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,336.5,GravityBasedInstallation,,,,,,,3.0,0.0
120,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,336.5,GravityBasedInstallation,,,,,,,,
121,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,336.5,GravityBasedInstallation,,,,,,,,
122,0.5,Multi-Purpose AHTS Vessel,Mobilize,72.0,160780.5,ACTION,336.5,GravityBasedInstallation,,,,,,,,
123,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,340.5,GravityBasedInstallation,,,,,,,,
124,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,340.5,GravityBasedInstallation,,,,,,,,
125,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,344.5,GravityBasedInstallation,,,,,,,,
126,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,344.5,GravityBasedInstallation,,,,,,,,
127,,Multi-Purpose AHTS Vessel,Transit,8.571428571428571,38281.07142857143,ACTION,345.07142857142856,GravityBasedInstallation,,,,,,,,
128,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,350.07142857142856,GravityBasedInstallation,,,,,,,,
129,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,351.07142857142856,GravityBasedInstallation,,,,,,,,
130,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,356.5,GravityBasedInstallation,,,,,,,,
131,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,356.5,GravityBasedInstallation,,,,,,,,
133,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,360.0,GravityBasedInstallation,,,,,,,,
134,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,360.0,GravityBasedInstallation,,,,,,,,
136,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,363.07142857142856,GravityBasedInstallation,,,,,,,,
137,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,363.5,GravityBasedInstallation,,,,,,,,
138,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,363.5,GravityBasedInstallation,,,,,,,,
140,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,367.0,GravityBasedInstallation,,,,,,,,
141,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,367.0,GravityBasedInstallation,,,,,,,,
142,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,369.07142857142856,GravityBasedInstallation,,,,,,,,
143,,Towing Group 1,Positioning Support,32.571428571428555,50914.571428571406,ACTION,369.07142857142856,GravityBasedInstallation,,site,,,,,1.0,
150,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,387.532967032967,GravityBasedInstallation,,,,,,,3.0,0.0
152,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,391.0,GravityBasedInstallation,,,,,,,,
153,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,391.0,GravityBasedInstallation,,,,,,,,
154,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,407.532967032967,GravityBasedInstallation,,,,,,,3.0,0.0
155,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,407.532967032967,GravityBasedInstallation,,Site,,,,,,
156,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,412.532967032967,GravityBasedInstallation,,,,,,,,
157,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,413.532967032967,GravityBasedInstallation,,,,,,,,
161,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,425.532967032967,GravityBasedInstallation,,,,,,,,
165,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,431.532967032967,GravityBasedInstallation,,,,,,,,
166,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,431.532967032967,GravityBasedInstallation,,site,,,,,1.0,
170,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,449.99450549450546,GravityBasedInstallation,,,,,,,3.0,0.0
171,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
172,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
173,,Towing Group 1,Delay: No Completed Assemblies Available,13.00549450549454,60989.26648351664,ACTION,463.0,GravityBasedInstallation,,,,,,,3.0,
174,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
175,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
176,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
177,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,463.0,GravityBasedInstallation,,,,,,,,
178,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,471.0,GravityBasedInstallation,,,,,,,,
179,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,471.0,GravityBasedInstallation,,,,,,,,
183,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,483.0,GravityBasedInstallation,,,,,,,3.0,0.0
184,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,483.0,GravityBasedInstallation,,,,,,,,
185,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,483.0,GravityBasedInstallation,,,,,,,,
186,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,51.46703296703299,229858.20260989023,ACTION,483.0,GravityBasedInstallation,,Site,,,,,,
190,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,487.0,GravityBasedInstallation,,,,,,,,
191,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,487.0,GravityBasedInstallation,,,,,,,,
192,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,488.0,GravityBasedInstallation,,,,,,,,
193,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,489.0,GravityBasedInstallation,,,,,,,,
194,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,491.0,GravityBasedInstallation,,,,,,,,
195,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,491.0,GravityBasedInstallation,,,,,,,,
202,,Turbine Assembly Line 1,Delay,86.0,0.0,ACTION,577.0,GravityBasedInstallation,,,,,,,,
203,,Turbine Assembly Line 2,Delay,86.0,0.0,ACTION,577.0,GravityBasedInstallation,,,,,,,,
204,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,589.0,GravityBasedInstallation,,,,,,,,
205,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,589.0,GravityBasedInstallation,,,,,,,,
206,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,592.5,GravityBasedInstallation,,,,,,,,
207,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,592.5,GravityBasedInstallation,,,,,,,,
208,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,596.0,GravityBasedInstallation,,,,,,,,
209,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,596.0,GravityBasedInstallation,,,,,,,,
210,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,599.5,GravityBasedInstallation,,,,,,,,
211,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,599.5,GravityBasedInstallation,,,,,,,,
213,,Multi-Purpose AHTS Vessel,Delay,119.0,531468.875,ACTION,608.0,GravityBasedInstallation,,,,,,,,
214,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,620.0,GravityBasedInstallation,,,,,,,,
215,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,623.5,GravityBasedInstallation,,,,,,,,
216,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,623.5,GravityBasedInstallation,,,,,,,,
217,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,626.0,GravityBasedInstallation,,,,,,,,
218,,Towing Group 1,Positioning Support,143.0,223532.83333333334,ACTION,626.0,GravityBasedInstallation,,site,,,,,1.0,
223,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,644.4615384615385,GravityBasedInstallation,,,,,,,3.0,0.0
229,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,664.4615384615385,GravityBasedInstallation,,,,,,,3.0,0.0
230,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,664.4615384615385,GravityBasedInstallation,,Site,,,,,,
231,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,669.4615384615385,GravityBasedInstallation,,,,,,,,
232,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,670.4615384615385,GravityBasedInstallation,,,,,,,,
233,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,682.4615384615385,GravityBasedInstallation,,,,,,,,
236,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,688.4615384615385,GravityBasedInstallation,,,,,,,,
237,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,688.4615384615385,GravityBasedInstallation,,site,,,,,1.0,
239,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,695.5,GravityBasedInstallation,,,,,,,,
240,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,695.5,GravityBasedInstallation,,,,,,,,
241,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,232.5,0.0,ACTION,695.5,GravityBasedInstallation,,,,,,,,
242,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,695.5,GravityBasedInstallation,,,,,,,,
246,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,703.5,GravityBasedInstallation,,,,,,,,
247,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,706.9230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
248,,Turbine Assembly Line 2,Delay: No Assembly Storage Available,11.423076923076906,0.0,ACTION,706.9230769230769,GravityBasedInstallation,,,,,,,,
249,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,243.9230769230769,0.0,ACTION,706.9230769230769,GravityBasedInstallation,,,,,,,,
250,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,706.9230769230769,GravityBasedInstallation,,,,,,,,
254,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,714.9230769230769,GravityBasedInstallation,,,,,,,,
255,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,715.5,GravityBasedInstallation,,,,,,,,
256,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,719.5,GravityBasedInstallation,,,,,,,,
257,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,723.5,GravityBasedInstallation,,,,,,,,
258,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,726.9230769230769,GravityBasedInstallation,,,,,,,3.0,0.0
259,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,726.9230769230769,GravityBasedInstallation,,,,,,,,
260,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,726.9230769230769,GravityBasedInstallation,,Site,,,,,,
261,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,730.9230769230769,GravityBasedInstallation,,,,,,,,
262,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,731.9230769230769,GravityBasedInstallation,,,,,,,,
263,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,732.9230769230769,GravityBasedInstallation,,,,,,,,
264,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,734.9230769230769,GravityBasedInstallation,,,,,,,,
265,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,735.5,GravityBasedInstallation,,,,,,,,
266,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,739.0,GravityBasedInstallation,,,,,,,,
268,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,742.5,GravityBasedInstallation,,,,,,,,
270,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,744.9230769230769,GravityBasedInstallation,,,,,,,,
271,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,746.0,GravityBasedInstallation,,,,,,,,
272,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,746.9230769230769,GravityBasedInstallation,,,,,,,,
274,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,750.4230769230769,GravityBasedInstallation,,,,,,,,
275,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,750.9230769230769,GravityBasedInstallation,,,,,,,,
276,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,750.9230769230769,GravityBasedInstallation,,site,,,,,1.0,
277,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,753.9230769230769,GravityBasedInstallation,,,,,,,,
281,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,757.4230769230769,GravityBasedInstallation,,,,,,,,
285,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,769.3846153846154,GravityBasedInstallation,,,,,,,3.0,0.0
286,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,770.0,GravityBasedInstallation,,,,,,,,
288,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,781.4230769230769,GravityBasedInstallation,,,,,,,,
289,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,789.3846153846154,GravityBasedInstallation,,,,,,,3.0,0.0
290,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,789.3846153846154,GravityBasedInstallation,,Site,,,,,,
292,,Multi-Purpose AHTS Vessel,Delay,32.0,142916.0,ACTION,821.3846153846154,GravityBasedInstallation,,,,,,,,
293,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,826.3846153846154,GravityBasedInstallation,,,,,,,,
294,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,827.3846153846154,GravityBasedInstallation,,,,,,,,
297,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,839.3846153846154,GravityBasedInstallation,,,,,,,,
298,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,842.0,GravityBasedInstallation,,,,,,,,
299,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,146.5,0.0,ACTION,842.0,GravityBasedInstallation,,,,,,,,
300,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,842.0,GravityBasedInstallation,,,,,,,,
302,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,845.3846153846154,GravityBasedInstallation,,,,,,,,
303,,Towing Group 1,Positioning Support,56.0,87537.33333333334,ACTION,845.3846153846154,GravityBasedInstallation,,site,,,,,1.0,
305,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,850.0,GravityBasedInstallation,,,,,,,,
308,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,853.4230769230769,GravityBasedInstallation,,,,,,,,
310,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,862.0,GravityBasedInstallation,,,,,,,,
312,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,863.8461538461538,GravityBasedInstallation,,,,,,,3.0,0.0
313,,Turbine Assembly Line 2,Delay: No Assembly Storage Available,10.423076923076906,0.0,ACTION,863.8461538461538,GravityBasedInstallation,,,,,,,,
314,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,156.9230769230769,0.0,ACTION,863.8461538461538,GravityBasedInstallation,,,,,,,,
315,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,863.8461538461538,GravityBasedInstallation,,,,,,,,
317,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,866.0,GravityBasedInstallation,,,,,,,,
318,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,870.0,GravityBasedInstallation,,,,,,,,
319,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,871.8461538461538,GravityBasedInstallation,,,,,,,,
321,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,883.8461538461538,GravityBasedInstallation,,,,,,,3.0,0.0
322,,Turbine Assembly Line 2,Prepare for Turbine Assembly,12.0,0.0,ACTION,883.8461538461538,GravityBasedInstallation,,,,,,,,
323,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,883.8461538461538,GravityBasedInstallation,,Site,,,,,,
326,,Turbine Assembly Line 2,Delay,34.0,0.0,ACTION,917.8461538461538,GravityBasedInstallation,,,,,,,,
327,,Turbine Assembly Line 1,Delay,48.0,0.0,ACTION,918.0,GravityBasedInstallation,,,,,,,,
329,,Multi-Purpose AHTS Vessel,Delay,36.0,160780.5,ACTION,919.8461538461538,GravityBasedInstallation,,,,,,,,
330,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,921.8461538461538,GravityBasedInstallation,,,,,,,,
331,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,924.8461538461538,GravityBasedInstallation,,,,,,,,
332,,Turbine Assembly Line 2,Lift and Attach Tower Section,4.0,0.0,ACTION,925.8461538461538,GravityBasedInstallation,,,,,,,,
333,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,925.8461538461538,GravityBasedInstallation,,,,,,,,
336,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,930.0,GravityBasedInstallation,,,,,,,,
337,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,933.5,GravityBasedInstallation,,,,,,,,
339,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,937.0,GravityBasedInstallation,,,,,,,,
340,,Turbine Assembly Line 2,Lift and Attach Nacelle,12.0,0.0,ACTION,937.8461538461538,GravityBasedInstallation,,,,,,,,
341,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,937.8461538461538,GravityBasedInstallation,,,,,,,,
343,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,940.5,GravityBasedInstallation,,,,,,,,
346,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,943.8461538461538,GravityBasedInstallation,,,,,,,,
347,,Towing Group 1,Positioning Support,60.0,93790.0,ACTION,943.8461538461538,GravityBasedInstallation,,site,,,,,1.0,
348,,Turbine Assembly Line 2,Delay,16.0,0.0,ACTION,953.8461538461538,GravityBasedInstallation,,,,,,,,
349,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,957.3461538461538,GravityBasedInstallation,,,,,,,,
350,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,960.8461538461538,GravityBasedInstallation,,,,,,,,
352,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,962.3076923076923,GravityBasedInstallation,,,,,,,3.0,0.0
353,,Turbine Assembly Line 2,Lift and Attach Blade,3.5,0.0,ACTION,964.3461538461538,GravityBasedInstallation,,,,,,,,
354,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,964.5,GravityBasedInstallation,,,,,,,,
358,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,982.3076923076923,GravityBasedInstallation,,,,,,,3.0,0.0
359,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,38.46153846153845,171774.0384615384,ACTION,982.3076923076923,GravityBasedInstallation,,Site,,,,,,
360,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,987.3076923076923,GravityBasedInstallation,,,,,,,,
361,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,988.3076923076923,GravityBasedInstallation,,,,,,,,
362,,Turbine Assembly Line 2,Mechanical Completion,24.0,0.0,ACTION,988.3461538461538,GravityBasedInstallation,,,,,,,,
363,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1000.3076923076923,GravityBasedInstallation,,,,,,,,
366,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1006.3076923076923,GravityBasedInstallation,,,,,,,,
367,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1006.3076923076923,GravityBasedInstallation,,site,,,,,1.0,
372,,Towing Group 1,Transit,18.46153846153846,86575.38461538461,ACTION,1024.7692307692307,GravityBasedInstallation,,,,,,,3.0,0.0
378,,Turbine Assembly Line 2,Delay,101.0,0.0,ACTION,1089.3461538461538,GravityBasedInstallation,,,,,,,,
379,,Turbine Assembly Line 1,Delay,125.0,0.0,ACTION,1089.5,GravityBasedInstallation,,,,,,,,
390,,Turbine Assembly Line 2,Electrical Completion,72.0,0.0,ACTION,1161.3461538461538,GravityBasedInstallation,,,,,,,,
391,,Towing Group 1,Delay: No Completed Assemblies Available,136.5769230769231,640477.4807692309,ACTION,1161.3461538461538,GravityBasedInstallation,,,,,,,3.0,
392,,Substructure Assembly Line 2,Delay: No Substructure Storage Available,319.3461538461538,0.0,ACTION,1161.3461538461538,GravityBasedInstallation,,,,,,,,
393,,Substructure Assembly Line 2,Substructure Assembly,0.0,0.0,ACTION,1161.3461538461538,GravityBasedInstallation,,,,,,,,
394,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,1161.5,GravityBasedInstallation,,,,,,,,
395,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,297.6538461538462,0.0,ACTION,1161.5,GravityBasedInstallation,,,,,,,,
396,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1161.5,GravityBasedInstallation,,,,,,,,
398,,Turbine Assembly Line 2,Move Substructure,8.0,0.0,ACTION,1169.3461538461538,GravityBasedInstallation,,,,,,,,
