,cost_multiplier,agent,action,duration,cost,level,time,phase,site_depth,hub_height,phase_name,per_trip,location,max_waveheight,max_windspeed,transit_speed
592,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,675.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
597,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,687.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
605,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,695.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
612,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,707.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
618,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,715.2560535577182,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
624,,WTIV,Transit,12.0,200000.0,ACTION,727.2560535577182,MonopileInstallation,,,,,,,,
627,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,729.2560535577182,MonopileInstallation,,,,,,,,
628,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,729.6893868910515,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
630,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,730.6893868910515,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
632,,WTIV,Release Monopile,3.0,50000.0,ACTION,733.6893868910515,MonopileInstallation,,,,,,,,
633,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,734.5057246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
634,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,734.5107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
636,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,735.5107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
639,,WTIV,Drive Monopile,1.5,25000.0,ACTION,737.0107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
641,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,739.0107246875281,MonopileInstallation,,,,,,,,
642,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,740.0107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
644,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,741.0107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
649,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,745.0107246875281,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
650,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,745.4440580208613,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
655,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,747.4440580208613,MonopileInstallation,,,,,,,,
656,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,747.8773913541946,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
658,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,748.8773913541946,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
661,,WTIV,Release Monopile,3.0,50000.0,ACTION,751.8773913541946,MonopileInstallation,,,,,,,,
662,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,752.6937291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
663,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,752.6987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
666,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,753.6987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
668,,WTIV,Drive Monopile,1.5,25000.0,ACTION,755.1987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
673,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,757.1987291506712,MonopileInstallation,,,,,,,,
674,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,758.1987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
675,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,759.1987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
679,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,763.1987291506712,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
680,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,763.6320624840045,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
682,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,765.6320624840045,MonopileInstallation,,,,,,,,
683,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,766.0653958173377,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
685,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,767.0653958173377,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
689,,WTIV,Release Monopile,3.0,50000.0,ACTION,770.0653958173377,MonopileInstallation,,,,,,,,
690,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,770.8817336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
691,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,770.8867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
692,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,771.8867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
694,,WTIV,Drive Monopile,1.5,25000.0,ACTION,773.3867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
696,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,775.3867336138143,MonopileInstallation,,,,,,,,
698,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,776.3867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
699,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,777.3867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
701,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,781.3867336138143,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
704,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,781.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
709,,WTIV,Transit,12.0,200000.0,ACTION,793.8200669471476,MonopileInstallation,,,,,,,,
716,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,805.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
719,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,813.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
724,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,825.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
730,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,833.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
738,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,845.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
747,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,853.8200669471476,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
754,,WTIV,Transit,12.0,200000.0,ACTION,865.8200669471476,MonopileInstallation,,,,,,,,
757,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,867.8200669471476,MonopileInstallation,,,,,,,,
758,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,868.2534002804808,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
759,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,869.2534002804808,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
764,,WTIV,Release Monopile,3.0,50000.0,ACTION,872.2534002804808,MonopileInstallation,,,,,,,,
765,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,873.0697380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
766,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,873.0747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
767,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,874.0747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
768,,WTIV,Drive Monopile,1.5,25000.0,ACTION,875.5747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
770,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,877.5747380769574,MonopileInstallation,,,,,,,,
771,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,878.5747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
773,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,879.5747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
783,,WTIV,Delay,38.0,633333.3333333334,ACTION,917.5747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
787,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,921.5747380769574,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
788,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,922.0080714102907,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
790,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,924.0080714102907,MonopileInstallation,,,,,,,,
791,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,924.4414047436239,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
792,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,925.4414047436239,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
797,,WTIV,Release Monopile,3.0,50000.0,ACTION,928.4414047436239,MonopileInstallation,,,,,,,,
799,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,929.2577425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
800,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,929.2627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
801,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,930.2627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
802,,WTIV,Drive Monopile,1.5,25000.0,ACTION,931.7627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
803,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,933.7627425401005,MonopileInstallation,,,,,,,,
805,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,934.7627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
807,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,935.7627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
813,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,939.7627425401005,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
815,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,940.1960758734338,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
818,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,942.1960758734338,MonopileInstallation,,,,,,,,
820,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,942.629409206767,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
822,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,943.629409206767,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
825,,WTIV,Release Monopile,3.0,50000.0,ACTION,946.629409206767,MonopileInstallation,,,,,,,,
826,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,947.4457470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
827,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,947.4507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
829,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,948.4507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
831,,WTIV,Drive Monopile,1.5,25000.0,ACTION,949.9507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
833,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,951.9507470032436,MonopileInstallation,,,,,,,,
834,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,952.9507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
835,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,953.9507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
840,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,957.9507470032436,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
841,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,958.3840803365769,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
849,,WTIV,Transit,12.0,200000.0,ACTION,970.3840803365769,MonopileInstallation,,,,,,,,
857,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,982.3840803365769,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
863,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,990.3840803365769,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
873,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,1002.3840803365769,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
881,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,1010.3840803365769,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
892,,WTIV,Delay,33.0,550000.0,ACTION,1043.384080336577,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
898,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,1055.384080336577,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
906,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,1063.384080336577,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
913,,WTIV,Transit,12.0,200000.0,ACTION,1075.384080336577,MonopileInstallation,,,,,,,,
915,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1077.384080336577,MonopileInstallation,,,,,,,,
916,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1077.8174136699104,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
918,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1078.8174136699104,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
923,,WTIV,Delay,3.0,50000.0,ACTION,1081.8174136699104,MonopileInstallation,,,,,,,,
924,,WTIV,Release Monopile,3.0,50000.0,ACTION,1084.8174136699104,MonopileInstallation,,,,,,,,
928,,WTIV,Delay,11.0,183333.33333333334,ACTION,1095.8174136699104,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
931,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1096.633751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
932,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1096.638751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
935,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1097.638751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
936,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1099.138751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
939,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1101.138751466387,MonopileInstallation,,,,,,,,
940,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1102.138751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
942,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1103.138751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
944,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1107.138751466387,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
945,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,1107.5720847997204,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
947,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1109.5720847997204,MonopileInstallation,,,,,,,,
949,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1110.0054181330538,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
952,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1111.0054181330538,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
955,,WTIV,Release Monopile,3.0,50000.0,ACTION,1114.0054181330538,MonopileInstallation,,,,,,,,
956,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1114.8217559295304,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
957,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1114.8267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
958,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1115.8267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
961,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1117.3267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
962,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1119.3267559295305,MonopileInstallation,,,,,,,,
964,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1120.3267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
966,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1121.3267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
973,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1125.3267559295305,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
974,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,1125.7600892628639,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
975,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1127.7600892628639,MonopileInstallation,,,,,,,,
976,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1128.1934225961973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
978,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1129.1934225961973,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
983,,WTIV,Release Monopile,3.0,50000.0,ACTION,1132.1934225961973,MonopileInstallation,,,,,,,,
984,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1133.0097603926738,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
985,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1133.014760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
987,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1134.014760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
989,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1135.514760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
993,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1137.514760392674,MonopileInstallation,,,,,,,,
995,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1138.514760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
996,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1139.514760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
999,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1143.514760392674,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1001,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,1143.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1009,,WTIV,Transit,12.0,200000.0,ACTION,1155.9480937260073,MonopileInstallation,,,,,,,,
1015,,WTIV,Delay,77.0,1283333.3333333335,ACTION,1232.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1025,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,1244.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1031,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,1252.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1044,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,1264.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1049,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,1272.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1051,,WTIV,Delay,11.0,183333.33333333334,ACTION,1283.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1057,,WTIV,Fasten Monopile,12.0,200000.0,ACTION,1295.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1064,,WTIV,Fasten Transition Piece,8.0,133333.33333333334,ACTION,1303.9480937260073,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1070,,WTIV,Transit,12.0,200000.0,ACTION,1315.9480937260073,MonopileInstallation,,,,,,,,
1072,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1317.9480937260073,MonopileInstallation,,,,,,,,
1073,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1318.3814270593407,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1075,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1319.3814270593407,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1079,,WTIV,Release Monopile,3.0,50000.0,ACTION,1322.3814270593407,MonopileInstallation,,,,,,,,
1080,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1323.1977648558172,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1081,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1323.2027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1082,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1324.2027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1083,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1325.7027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1086,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1327.7027648558173,MonopileInstallation,,,,,,,,
1088,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1328.7027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1089,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1329.7027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1093,,WTIV,Delay,5.0,83333.33333333334,ACTION,1334.7027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1099,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1338.7027648558173,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1100,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,1339.1360981891507,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1101,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1341.1360981891507,MonopileInstallation,,,,,,,,
1103,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1341.5694315224841,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1104,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1342.5694315224841,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1105,,WTIV,Release Monopile,3.0,50000.0,ACTION,1345.5694315224841,MonopileInstallation,,,,,,,,
1107,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1346.3857693189607,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1110,,WTIV,Delay,4.0,66666.66666666667,ACTION,1350.3857693189607,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1111,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1350.3907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1113,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1351.3907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1116,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1352.8907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1117,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1354.8907693189608,MonopileInstallation,,,,,,,,
1119,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1355.8907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1121,,WTIV,Delay,4.0,66666.66666666667,ACTION,1359.8907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1123,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1360.8907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1125,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1364.8907693189608,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1127,,WTIV,Jackdown,0.43333333333333335,7222.222222222223,ACTION,1365.3241026522942,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1129,,WTIV,Position Onsite,2.0,33333.333333333336,ACTION,1367.3241026522942,MonopileInstallation,,,,,,,,
1130,,WTIV,Jackup,0.43333333333333335,7222.222222222223,ACTION,1367.7574359856276,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1131,,WTIV,RovSurvey,1.0,16666.666666666668,ACTION,1368.7574359856276,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1136,,WTIV,Release Monopile,3.0,50000.0,ACTION,1371.7574359856276,MonopileInstallation,,,,,,,,
1139,,WTIV,Delay,3.0,50000.0,ACTION,1374.7574359856276,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1140,,WTIV,Upend Monopile,0.8163377964765433,13605.629941275722,ACTION,1375.5737737821041,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1141,,WTIV,Lower Monopile,0.005,83.33333333333334,ACTION,1375.5787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1143,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1376.5787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1144,,WTIV,Drive Monopile,1.5,25000.0,ACTION,1378.0787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1145,,WTIV,Release Transition Piece,2.0,33333.333333333336,ACTION,1380.0787737821042,MonopileInstallation,,,,,,,,
1147,,WTIV,Crane Reequip,1.0,16666.666666666668,ACTION,1381.0787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1149,,WTIV,Lower TP,1.0,16666.666666666668,ACTION,1382.0787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
1154,,WTIV,Bolt TP,4.0,66666.66666666667,ACTION,1386.0787737821042,MonopileInstallation,40.0,150.0,MonopileInstallation,3.0,,,,
