,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
1499,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5374.5,GravityBasedInstallation,,,,,,,,
1500,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5398.5,GravityBasedInstallation,,,,,,,,
1502,,Turbine Assembly Line 1,Delay,72.0,0.0,ACTION,5470.5,GravityBasedInstallation,,,,,,,,
1506,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5542.5,GravityBasedInstallation,,,,,,,,
1507,,Towing Group 1,Delay: No Completed Assemblies Available,171.92857142857156,806259.0357142864,ACTION,5542.5,GravityBasedInstallation,,,,,,,3.0,
1508,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,234.5,0.0,ACTION,5542.5,GravityBasedInstallation,,,,,,,,
1509,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5542.5,GravityBasedInstallation,,,,,,,,
1510,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5550.5,GravityBasedInstallation,,,,,,,,
1513,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5562.5,GravityBasedInstallation,,,,,,,3.0,0.0
1514,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5562.5,GravityBasedInstallation,,,,,,,,
1515,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,200.5,895458.0625,ACTION,5562.5,GravityBasedInstallation,,Site,,,,,,
1516,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5566.5,GravityBasedInstallation,,,,,,,,
1517,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5567.5,GravityBasedInstallation,,,,,,,,
1518,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5568.5,GravityBasedInstallation,,,,,,,,
1519,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5570.5,GravityBasedInstallation,,,,,,,,
1520,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5580.5,GravityBasedInstallation,,,,,,,,
1521,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5582.5,GravityBasedInstallation,,,,,,,,
1522,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5586.0,GravityBasedInstallation,,,,,,,,
1523,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5586.5,GravityBasedInstallation,,,,,,,,
1524,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5586.5,GravityBasedInstallation,,site,,,,,1.0,
1525,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5589.5,GravityBasedInstallation,,,,,,,,
1526,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5593.0,GravityBasedInstallation,,,,,,,,
1527,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5595.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1531,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5617.0,GravityBasedInstallation,,,,,,,,
1537,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5689.0,GravityBasedInstallation,,,,,,,,
1538,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,5689.0,GravityBasedInstallation,,,,,,,3.0,
1539,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,5689.0,GravityBasedInstallation,,,,,,,,
1540,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5689.0,GravityBasedInstallation,,,,,,,,
1541,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5697.0,GravityBasedInstallation,,,,,,,,
1542,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5709.0,GravityBasedInstallation,,,,,,,3.0,0.0
1543,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5709.0,GravityBasedInstallation,,,,,,,,
1544,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,5709.0,GravityBasedInstallation,,Site,,,,,,
1545,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5713.0,GravityBasedInstallation,,,,,,,,
1546,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5714.0,GravityBasedInstallation,,,,,,,,
1547,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5715.0,GravityBasedInstallation,,,,,,,,
1548,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5717.0,GravityBasedInstallation,,,,,,,,
1549,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5727.0,GravityBasedInstallation,,,,,,,,
1550,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5729.0,GravityBasedInstallation,,,,,,,,
1551,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5733.0,GravityBasedInstallation,,,,,,,,
1552,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5733.0,GravityBasedInstallation,,site,,,,,1.0,
1553,,Turbine Assembly Line 1,Delay,6.0,0.0,ACTION,5735.0,GravityBasedInstallation,,,,,,,,
1554,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5738.5,GravityBasedInstallation,,,,,,,,
1555,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5741.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1556,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5742.0,GravityBasedInstallation,,,,,,,,
1557,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5745.5,GravityBasedInstallation,,,,,,,,
1558,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5769.5,GravityBasedInstallation,,,,,,,,
1559,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,5841.5,GravityBasedInstallation,,,,,,,,
1560,,Towing Group 1,Delay: No Completed Assemblies Available,99.92857142857156,468615.0357142863,ACTION,5841.5,GravityBasedInstallation,,,,,,,3.0,
1561,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,152.5,0.0,ACTION,5841.5,GravityBasedInstallation,,,,,,,,
1562,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,5841.5,GravityBasedInstallation,,,,,,,,
1563,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,5849.5,GravityBasedInstallation,,,,,,,,
1564,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,5861.5,GravityBasedInstallation,,,,,,,3.0,0.0
1565,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,5861.5,GravityBasedInstallation,,,,,,,,
1566,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,128.5,573897.0625,ACTION,5861.5,GravityBasedInstallation,,Site,,,,,,
1567,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5865.5,GravityBasedInstallation,,,,,,,,
1568,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,5866.5,GravityBasedInstallation,,,,,,,,
1569,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,5867.5,GravityBasedInstallation,,,,,,,,
1570,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,5869.5,GravityBasedInstallation,,,,,,,,
1571,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,5879.5,GravityBasedInstallation,,,,,,,,
1572,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,5881.5,GravityBasedInstallation,,,,,,,,
1573,,Turbine Assembly Line 1,Delay,2.0,0.0,ACTION,5883.5,GravityBasedInstallation,,,,,,,,
1574,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,5885.5,GravityBasedInstallation,,,,,,,,
1575,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,5885.5,GravityBasedInstallation,,site,,,,,1.0,
1576,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5887.0,GravityBasedInstallation,,,,,,,,
1577,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5890.5,GravityBasedInstallation,,,,,,,,
1578,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,5894.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1581,,Turbine Assembly Line 1,Delay,19.0,0.0,ACTION,5909.5,GravityBasedInstallation,,,,,,,,
1583,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,5913.0,GravityBasedInstallation,,,,,,,,
1586,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,5937.0,GravityBasedInstallation,,,,,,,,
1591,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6009.0,GravityBasedInstallation,,,,,,,,
1592,,Towing Group 1,Delay: No Completed Assemblies Available,114.92857142857156,538957.5357142864,ACTION,6009.0,GravityBasedInstallation,,,,,,,3.0,
1593,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,167.5,0.0,ACTION,6009.0,GravityBasedInstallation,,,,,,,,
1594,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6009.0,GravityBasedInstallation,,,,,,,,
1597,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6017.0,GravityBasedInstallation,,,,,,,,
1598,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6029.0,GravityBasedInstallation,,,,,,,3.0,0.0
1599,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6029.0,GravityBasedInstallation,,,,,,,,
1600,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,143.5,640888.9375,ACTION,6029.0,GravityBasedInstallation,,Site,,,,,,
1601,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6033.0,GravityBasedInstallation,,,,,,,,
1602,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6034.0,GravityBasedInstallation,,,,,,,,
1603,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6035.0,GravityBasedInstallation,,,,,,,,
1604,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6037.0,GravityBasedInstallation,,,,,,,,
1605,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6047.0,GravityBasedInstallation,,,,,,,,
1606,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6049.0,GravityBasedInstallation,,,,,,,,
1607,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6052.5,GravityBasedInstallation,,,,,,,,
1608,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6053.0,GravityBasedInstallation,,,,,,,,
1609,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6053.0,GravityBasedInstallation,,site,,,,,1.0,
1610,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6056.0,GravityBasedInstallation,,,,,,,,
1611,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6059.5,GravityBasedInstallation,,,,,,,,
1612,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6061.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1613,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6083.5,GravityBasedInstallation,,,,,,,,
1614,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6155.5,GravityBasedInstallation,,,,,,,,
1615,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,6155.5,GravityBasedInstallation,,,,,,,3.0,
1616,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,6155.5,GravityBasedInstallation,,,,,,,,
1617,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6155.5,GravityBasedInstallation,,,,,,,,
1618,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6163.5,GravityBasedInstallation,,,,,,,,
1619,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6175.5,GravityBasedInstallation,,,,,,,3.0,0.0
1620,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6175.5,GravityBasedInstallation,,,,,,,,
1621,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,6175.5,GravityBasedInstallation,,Site,,,,,,
1622,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6179.5,GravityBasedInstallation,,,,,,,,
1623,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6180.5,GravityBasedInstallation,,,,,,,,
1624,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6181.5,GravityBasedInstallation,,,,,,,,
1625,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6183.5,GravityBasedInstallation,,,,,,,,
1626,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6193.5,GravityBasedInstallation,,,,,,,,
1627,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6195.5,GravityBasedInstallation,,,,,,,,
1628,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6199.0,GravityBasedInstallation,,,,,,,,
1629,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6199.5,GravityBasedInstallation,,,,,,,,
1630,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6199.5,GravityBasedInstallation,,site,,,,,1.0,
1631,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6202.5,GravityBasedInstallation,,,,,,,,
1632,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6206.0,GravityBasedInstallation,,,,,,,,
1633,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6208.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1634,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6230.0,GravityBasedInstallation,,,,,,,,
1635,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6302.0,GravityBasedInstallation,,,,,,,,
1636,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,6302.0,GravityBasedInstallation,,,,,,,3.0,
1637,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,6302.0,GravityBasedInstallation,,,,,,,,
1638,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6302.0,GravityBasedInstallation,,,,,,,,
1639,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6310.0,GravityBasedInstallation,,,,,,,,
1640,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6322.0,GravityBasedInstallation,,,,,,,3.0,0.0
1641,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6322.0,GravityBasedInstallation,,,,,,,,
1642,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,6322.0,GravityBasedInstallation,,Site,,,,,,
1643,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6326.0,GravityBasedInstallation,,,,,,,,
1644,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6327.0,GravityBasedInstallation,,,,,,,,
1645,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6328.0,GravityBasedInstallation,,,,,,,,
1646,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6330.0,GravityBasedInstallation,,,,,,,,
1647,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6340.0,GravityBasedInstallation,,,,,,,,
1648,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6342.0,GravityBasedInstallation,,,,,,,,
1649,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6345.5,GravityBasedInstallation,,,,,,,,
1650,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6346.0,GravityBasedInstallation,,,,,,,,
1651,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6346.0,GravityBasedInstallation,,site,,,,,1.0,
1652,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6349.0,GravityBasedInstallation,,,,,,,,
1653,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6352.5,GravityBasedInstallation,,,,,,,,
1654,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6354.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1657,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6376.5,GravityBasedInstallation,,,,,,,,
1664,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6448.5,GravityBasedInstallation,,,,,,,,
1665,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,6448.5,GravityBasedInstallation,,,,,,,3.0,
1666,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,6448.5,GravityBasedInstallation,,,,,,,,
1667,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6448.5,GravityBasedInstallation,,,,,,,,
1668,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6456.5,GravityBasedInstallation,,,,,,,,
1669,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6468.5,GravityBasedInstallation,,,,,,,3.0,0.0
1670,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6468.5,GravityBasedInstallation,,,,,,,,
1671,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,6468.5,GravityBasedInstallation,,Site,,,,,,
1672,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6472.5,GravityBasedInstallation,,,,,,,,
1673,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6473.5,GravityBasedInstallation,,,,,,,,
1674,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6474.5,GravityBasedInstallation,,,,,,,,
1675,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6476.5,GravityBasedInstallation,,,,,,,,
1676,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6486.5,GravityBasedInstallation,,,,,,,,
1677,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6488.5,GravityBasedInstallation,,,,,,,,
1678,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6492.0,GravityBasedInstallation,,,,,,,,
1679,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6492.5,GravityBasedInstallation,,,,,,,,
1680,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6492.5,GravityBasedInstallation,,site,,,,,1.0,
1681,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6495.5,GravityBasedInstallation,,,,,,,,
1682,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6499.0,GravityBasedInstallation,,,,,,,,
1683,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6501.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1686,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6523.0,GravityBasedInstallation,,,,,,,,
1687,,Turbine Assembly Line 1,Delay,29.0,0.0,ACTION,6552.0,GravityBasedInstallation,,,,,,,,
1688,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6624.0,GravityBasedInstallation,,,,,,,,
1689,,Towing Group 1,Delay: No Completed Assemblies Available,122.92857142857156,576473.5357142864,ACTION,6624.0,GravityBasedInstallation,,,,,,,3.0,
1690,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,175.5,0.0,ACTION,6624.0,GravityBasedInstallation,,,,,,,,
1691,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6624.0,GravityBasedInstallation,,,,,,,,
1692,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6632.0,GravityBasedInstallation,,,,,,,,
1693,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6644.0,GravityBasedInstallation,,,,,,,3.0,0.0
1694,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6644.0,GravityBasedInstallation,,,,,,,,
1695,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,151.5,676617.9375,ACTION,6644.0,GravityBasedInstallation,,Site,,,,,,
1696,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6648.0,GravityBasedInstallation,,,,,,,,
1697,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6649.0,GravityBasedInstallation,,,,,,,,
1698,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6650.0,GravityBasedInstallation,,,,,,,,
1699,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6652.0,GravityBasedInstallation,,,,,,,,
1700,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6662.0,GravityBasedInstallation,,,,,,,,
1701,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6664.0,GravityBasedInstallation,,,,,,,,
1702,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6667.5,GravityBasedInstallation,,,,,,,,
1703,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6668.0,GravityBasedInstallation,,,,,,,,
1704,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6668.0,GravityBasedInstallation,,site,,,,,1.0,
1705,,Turbine Assembly Line 1,Delay,7.0,0.0,ACTION,6674.5,GravityBasedInstallation,,,,,,,,
1706,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6676.571428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1707,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6678.0,GravityBasedInstallation,,,,,,,,
1708,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6681.5,GravityBasedInstallation,,,,,,,,
1709,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6705.5,GravityBasedInstallation,,,,,,,,
1711,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6777.5,GravityBasedInstallation,,,,,,,,
1712,,Towing Group 1,Delay: No Completed Assemblies Available,100.92857142857156,473304.5357142863,ACTION,6777.5,GravityBasedInstallation,,,,,,,3.0,
1713,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,153.5,0.0,ACTION,6777.5,GravityBasedInstallation,,,,,,,,
1714,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6777.5,GravityBasedInstallation,,,,,,,,
1715,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6785.5,GravityBasedInstallation,,,,,,,,
1716,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6797.5,GravityBasedInstallation,,,,,,,3.0,0.0
1717,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6797.5,GravityBasedInstallation,,,,,,,,
1718,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,129.5,578363.1875,ACTION,6797.5,GravityBasedInstallation,,Site,,,,,,
1719,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6801.5,GravityBasedInstallation,,,,,,,,
1720,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6802.5,GravityBasedInstallation,,,,,,,,
1721,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6803.5,GravityBasedInstallation,,,,,,,,
1722,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6805.5,GravityBasedInstallation,,,,,,,,
1723,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,6815.5,GravityBasedInstallation,,,,,,,,
1724,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,6817.5,GravityBasedInstallation,,,,,,,,
1725,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6821.0,GravityBasedInstallation,,,,,,,,
1726,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,6821.5,GravityBasedInstallation,,,,,,,,
1727,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,6821.5,GravityBasedInstallation,,site,,,,,1.0,
1728,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6824.5,GravityBasedInstallation,,,,,,,,
1729,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,6828.0,GravityBasedInstallation,,,,,,,,
1730,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,6830.071428571428,GravityBasedInstallation,,,,,,,3.0,0.0
1731,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,6852.0,GravityBasedInstallation,,,,,,,,
1732,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,6924.0,GravityBasedInstallation,,,,,,,,
1733,,Towing Group 1,Delay: No Completed Assemblies Available,93.92857142857156,440478.0357142863,ACTION,6924.0,GravityBasedInstallation,,,,,,,3.0,
1734,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,146.5,0.0,ACTION,6924.0,GravityBasedInstallation,,,,,,,,
1735,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,6924.0,GravityBasedInstallation,,,,,,,,
1736,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,6932.0,GravityBasedInstallation,,,,,,,,
1737,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,6944.0,GravityBasedInstallation,,,,,,,3.0,0.0
1738,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,6944.0,GravityBasedInstallation,,,,,,,,
1739,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,122.5,547100.3125,ACTION,6944.0,GravityBasedInstallation,,Site,,,,,,
1740,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6948.0,GravityBasedInstallation,,,,,,,,
1741,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,6949.0,GravityBasedInstallation,,,,,,,,
1742,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,6950.0,GravityBasedInstallation,,,,,,,,
1743,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,6952.0,GravityBasedInstallation,,,,,,,,
