,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,max_waveheight,max_windspeed,transit_speed,num_vessels,num_ahts_vessels
531,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,1673.0,GravityBasedInstallation,,,,,,,,
532,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,1676.5,GravityBasedInstallation,,,,,,,,
534,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1678.0,GravityBasedInstallation,,,,,,,,
535,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1679.0,GravityBasedInstallation,,,,,,,,
540,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1691.0,GravityBasedInstallation,,,,,,,,
543,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1697.0,GravityBasedInstallation,,,,,,,,
544,,Towing Group 1,Positioning Support,103.0,161006.1666666667,ACTION,1697.0,GravityBasedInstallation,,site,,,,,1.0,
545,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,1700.5,GravityBasedInstallation,,,,,,,,
547,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1705.5714285714287,GravityBasedInstallation,,,,,,,3.0,0.0
561,,Turbine Assembly Line 1,Delay,78.0,0.0,ACTION,1778.5,GravityBasedInstallation,,,,,,,,
580,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,1850.5,GravityBasedInstallation,,,,,,,,
581,,Towing Group 1,Delay: No Completed Assemblies Available,144.92857142857133,679642.5357142852,ACTION,1850.5,GravityBasedInstallation,,,,,,,3.0,
582,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,276.5,0.0,ACTION,1850.5,GravityBasedInstallation,,,,,,,,
583,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,1850.5,GravityBasedInstallation,,,,,,,,
584,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,1858.5,GravityBasedInstallation,,,,,,,,
588,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,1870.5,GravityBasedInstallation,,,,,,,3.0,0.0
589,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,1870.5,GravityBasedInstallation,,,,,,,,
590,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,173.5,774872.6875,ACTION,1870.5,GravityBasedInstallation,,Site,,,,,,
592,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,1874.5,GravityBasedInstallation,,,,,,,,
593,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,1875.5,GravityBasedInstallation,,,,,,,,
594,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,1876.5,GravityBasedInstallation,,,,,,,,
595,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,1878.5,GravityBasedInstallation,,,,,,,,
602,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,1888.5,GravityBasedInstallation,,,,,,,,
603,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,1890.5,GravityBasedInstallation,,,,,,,,
608,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,1894.0,GravityBasedInstallation,,,,,,,,
609,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,1894.5,GravityBasedInstallation,,,,,,,,
610,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,1894.5,GravityBasedInstallation,,site,,,,,1.0,
611,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,1897.5,GravityBasedInstallation,,,,,,,,
613,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,1903.0714285714287,GravityBasedInstallation,,,,,,,3.0,0.0
614,,Turbine Assembly Line 1,Delay,15.0,0.0,ACTION,1912.5,GravityBasedInstallation,,,,,,,,
615,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,1916.0,GravityBasedInstallation,,,,,,,,
624,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,1940.0,GravityBasedInstallation,,,,,,,,
650,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,2012.0,GravityBasedInstallation,,,,,,,,
651,,Towing Group 1,Delay: No Completed Assemblies Available,108.92857142857133,510820.5357142853,ACTION,2012.0,GravityBasedInstallation,,,,,,,3.0,
652,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,161.5,0.0,ACTION,2012.0,GravityBasedInstallation,,,,,,,,
653,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2012.0,GravityBasedInstallation,,,,,,,,
657,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,2020.0,GravityBasedInstallation,,,,,,,,
658,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2032.0,GravityBasedInstallation,,,,,,,3.0,0.0
659,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,2032.0,GravityBasedInstallation,,,,,,,,
660,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,137.5,614092.1875,ACTION,2032.0,GravityBasedInstallation,,Site,,,,,,
663,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2036.0,GravityBasedInstallation,,,,,,,,
664,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2037.0,GravityBasedInstallation,,,,,,,,
665,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2038.0,GravityBasedInstallation,,,,,,,,
666,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2040.0,GravityBasedInstallation,,,,,,,,
671,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2050.0,GravityBasedInstallation,,,,,,,,
672,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,2052.0,GravityBasedInstallation,,,,,,,,
674,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2055.5,GravityBasedInstallation,,,,,,,,
675,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2056.0,GravityBasedInstallation,,,,,,,,
676,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2056.0,GravityBasedInstallation,,site,,,,,1.0,
677,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2059.0,GravityBasedInstallation,,,,,,,,
680,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2062.5,GravityBasedInstallation,,,,,,,,
681,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2064.5714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
682,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,2086.5,GravityBasedInstallation,,,,,,,,
692,,Turbine Assembly Line 1,Delay,44.0,0.0,ACTION,2130.5,GravityBasedInstallation,,,,,,,,
708,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,2202.5,GravityBasedInstallation,,,,,,,,
709,,Towing Group 1,Delay: No Completed Assemblies Available,137.92857142857156,646816.0357142864,ACTION,2202.5,GravityBasedInstallation,,,,,,,3.0,
710,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,190.5,0.0,ACTION,2202.5,GravityBasedInstallation,,,,,,,,
711,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2202.5,GravityBasedInstallation,,,,,,,,
712,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,2210.5,GravityBasedInstallation,,,,,,,,
713,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2222.5,GravityBasedInstallation,,,,,,,3.0,0.0
714,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,2222.5,GravityBasedInstallation,,,,,,,,
715,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,166.5,743609.8125,ACTION,2222.5,GravityBasedInstallation,,Site,,,,,,
716,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2226.5,GravityBasedInstallation,,,,,,,,
717,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2227.5,GravityBasedInstallation,,,,,,,,
718,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2228.5,GravityBasedInstallation,,,,,,,,
721,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2230.5,GravityBasedInstallation,,,,,,,,
723,,Turbine Assembly Line 1,Delay,10.0,0.0,ACTION,2240.5,GravityBasedInstallation,,,,,,,,
724,,Multi-Purpose AHTS Vessel,Delay,15.0,66991.875,ACTION,2243.5,GravityBasedInstallation,,,,,,,,
728,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,2252.5,GravityBasedInstallation,,,,,,,,
730,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2255.5,GravityBasedInstallation,,,,,,,,
731,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2256.0,GravityBasedInstallation,,,,,,,,
734,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2259.5,GravityBasedInstallation,,,,,,,,
735,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2261.5,GravityBasedInstallation,,,,,,,,
736,,Towing Group 1,Positioning Support,39.0,60963.5,ACTION,2261.5,GravityBasedInstallation,,site,,,,,1.0,
737,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2263.0,GravityBasedInstallation,,,,,,,,
741,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2270.0714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
742,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,2287.0,GravityBasedInstallation,,,,,,,,
762,,Turbine Assembly Line 1,Delay,118.0,0.0,ACTION,2405.0,GravityBasedInstallation,,,,,,,,
782,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,2477.0,GravityBasedInstallation,,,,,,,,
783,,Towing Group 1,Delay: No Completed Assemblies Available,206.92857142857156,970391.5357142864,ACTION,2477.0,GravityBasedInstallation,,,,,,,3.0,
784,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,274.5,0.0,ACTION,2477.0,GravityBasedInstallation,,,,,,,,
785,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2477.0,GravityBasedInstallation,,,,,,,,
786,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,2485.0,GravityBasedInstallation,,,,,,,,
787,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2497.0,GravityBasedInstallation,,,,,,,3.0,0.0
788,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,2497.0,GravityBasedInstallation,,,,,,,,
789,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,235.5,1051772.4375,ACTION,2497.0,GravityBasedInstallation,,Site,,,,,,
792,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2501.0,GravityBasedInstallation,,,,,,,,
793,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2502.0,GravityBasedInstallation,,,,,,,,
794,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2503.0,GravityBasedInstallation,,,,,,,,
796,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2505.0,GravityBasedInstallation,,,,,,,,
802,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2515.0,GravityBasedInstallation,,,,,,,,
803,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,2517.0,GravityBasedInstallation,,,,,,,,
805,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2520.5,GravityBasedInstallation,,,,,,,,
806,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2521.0,GravityBasedInstallation,,,,,,,,
807,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,2521.0,GravityBasedInstallation,,site,,,,,1.0,
809,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2524.0,GravityBasedInstallation,,,,,,,,
811,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2529.5714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
812,,Turbine Assembly Line 1,Delay,14.0,0.0,ACTION,2538.0,GravityBasedInstallation,,,,,,,,
813,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2541.5,GravityBasedInstallation,,,,,,,,
818,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,2565.5,GravityBasedInstallation,,,,,,,,
826,,Turbine Assembly Line 1,Delay,31.0,0.0,ACTION,2596.5,GravityBasedInstallation,,,,,,,,
847,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,2668.5,GravityBasedInstallation,,,,,,,,
848,,Towing Group 1,Delay: No Completed Assemblies Available,138.92857142857156,651505.5357142864,ACTION,2668.5,GravityBasedInstallation,,,,,,,3.0,
849,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,191.5,0.0,ACTION,2668.5,GravityBasedInstallation,,,,,,,,
850,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2668.5,GravityBasedInstallation,,,,,,,,
852,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,2676.5,GravityBasedInstallation,,,,,,,,
857,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2688.5,GravityBasedInstallation,,,,,,,3.0,0.0
858,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,2688.5,GravityBasedInstallation,,,,,,,,
859,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,167.5,748075.9375,ACTION,2688.5,GravityBasedInstallation,,Site,,,,,,
860,,Turbine Assembly Line 1,Delay,15.0,0.0,ACTION,2703.5,GravityBasedInstallation,,,,,,,,
861,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2707.5,GravityBasedInstallation,,,,,,,,
864,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2711.5,GravityBasedInstallation,,,,,,,,
869,,Turbine Assembly Line 1,Delay,2.0,0.0,ACTION,2713.5,GravityBasedInstallation,,,,,,,,
872,,Multi-Purpose AHTS Vessel,Delay,30.0,133983.75,ACTION,2718.5,GravityBasedInstallation,,,,,,,,
875,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2723.5,GravityBasedInstallation,,,,,,,,
876,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2724.5,GravityBasedInstallation,,,,,,,,
877,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,2725.5,GravityBasedInstallation,,,,,,,,
878,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2729.0,GravityBasedInstallation,,,,,,,,
879,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2732.5,GravityBasedInstallation,,,,,,,,
880,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2736.0,GravityBasedInstallation,,,,,,,,
881,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2736.5,GravityBasedInstallation,,,,,,,,
884,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2742.5,GravityBasedInstallation,,,,,,,,
885,,Towing Group 1,Positioning Support,54.0,84411.0,ACTION,2742.5,GravityBasedInstallation,,site,,,,,1.0,
889,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2751.0714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
892,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,2760.0,GravityBasedInstallation,,,,,,,,
902,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,2832.0,GravityBasedInstallation,,,,,,,,
903,,Towing Group 1,Delay: No Completed Assemblies Available,80.92857142857156,379514.5357142863,ACTION,2832.0,GravityBasedInstallation,,,,,,,3.0,
904,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,163.5,0.0,ACTION,2832.0,GravityBasedInstallation,,,,,,,,
905,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,2832.0,GravityBasedInstallation,,,,,,,,
907,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,2840.0,GravityBasedInstallation,,,,,,,,
912,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,2852.0,GravityBasedInstallation,,,,,,,3.0,0.0
913,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,2852.0,GravityBasedInstallation,,,,,,,,
914,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,109.5,489040.6875,ACTION,2852.0,GravityBasedInstallation,,Site,,,,,,
915,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2856.0,GravityBasedInstallation,,,,,,,,
917,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,2857.0,GravityBasedInstallation,,,,,,,,
918,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,2858.0,GravityBasedInstallation,,,,,,,,
921,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,2860.0,GravityBasedInstallation,,,,,,,,
929,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,2872.0,GravityBasedInstallation,,,,,,,,
938,,Multi-Purpose AHTS Vessel,Delay,48.0,214374.0,ACTION,2906.0,GravityBasedInstallation,,,,,,,,
939,,Turbine Assembly Line 1,Delay,37.0,0.0,ACTION,2909.0,GravityBasedInstallation,,,,,,,,
942,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2912.5,GravityBasedInstallation,,,,,,,,
943,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2916.0,GravityBasedInstallation,,,,,,,,
944,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,2918.0,GravityBasedInstallation,,,,,,,,
945,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,2919.5,GravityBasedInstallation,,,,,,,,
946,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,2924.0,GravityBasedInstallation,,,,,,,,
947,,Towing Group 1,Positioning Support,72.0,112548.0,ACTION,2924.0,GravityBasedInstallation,,site,,,,,1.0,
948,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,2932.5714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
951,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,2943.5,GravityBasedInstallation,,,,,,,,
967,,Turbine Assembly Line 1,Delay,113.0,0.0,ACTION,3056.5,GravityBasedInstallation,,,,,,,,
974,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,3128.5,GravityBasedInstallation,,,,,,,,
975,,Towing Group 1,Delay: No Completed Assemblies Available,195.92857142857156,918807.0357142864,ACTION,3128.5,GravityBasedInstallation,,,,,,,3.0,
976,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,296.5,0.0,ACTION,3128.5,GravityBasedInstallation,,,,,,,,
977,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3128.5,GravityBasedInstallation,,,,,,,,
979,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,3136.5,GravityBasedInstallation,,,,,,,,
982,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3148.5,GravityBasedInstallation,,,,,,,3.0,0.0
983,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,3148.5,GravityBasedInstallation,,,,,,,,
984,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,224.5,1002645.0625,ACTION,3148.5,GravityBasedInstallation,,Site,,,,,,
985,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3152.5,GravityBasedInstallation,,,,,,,,
986,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3153.5,GravityBasedInstallation,,,,,,,,
987,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3154.5,GravityBasedInstallation,,,,,,,,
988,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3156.5,GravityBasedInstallation,,,,,,,,
989,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3166.5,GravityBasedInstallation,,,,,,,,
992,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,3168.5,GravityBasedInstallation,,,,,,,,
993,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3172.0,GravityBasedInstallation,,,,,,,,
994,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3172.5,GravityBasedInstallation,,,,,,,,
995,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3172.5,GravityBasedInstallation,,site,,,,,1.0,
997,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3175.5,GravityBasedInstallation,,,,,,,,
999,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3181.0714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
1008,,Turbine Assembly Line 1,Delay,71.0,0.0,ACTION,3246.5,GravityBasedInstallation,,,,,,,,
1009,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3250.0,GravityBasedInstallation,,,,,,,,
1010,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,3274.0,GravityBasedInstallation,,,,,,,,
1013,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,3346.0,GravityBasedInstallation,,,,,,,,
1014,,Towing Group 1,Delay: No Completed Assemblies Available,164.92857142857156,773432.5357142864,ACTION,3346.0,GravityBasedInstallation,,,,,,,3.0,
1015,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,217.5,0.0,ACTION,3346.0,GravityBasedInstallation,,,,,,,,
1016,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3346.0,GravityBasedInstallation,,,,,,,,
1017,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,3354.0,GravityBasedInstallation,,,,,,,,
1018,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3366.0,GravityBasedInstallation,,,,,,,3.0,0.0
1019,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,3366.0,GravityBasedInstallation,,,,,,,,
1020,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,193.5,864195.1875,ACTION,3366.0,GravityBasedInstallation,,Site,,,,,,
1021,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3370.0,GravityBasedInstallation,,,,,,,,
1022,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3371.0,GravityBasedInstallation,,,,,,,,
1023,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3372.0,GravityBasedInstallation,,,,,,,,
1024,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3374.0,GravityBasedInstallation,,,,,,,,
1025,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3384.0,GravityBasedInstallation,,,,,,,,
1026,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,3386.0,GravityBasedInstallation,,,,,,,,
1027,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3389.5,GravityBasedInstallation,,,,,,,,
1028,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3390.0,GravityBasedInstallation,,,,,,,,
1029,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3390.0,GravityBasedInstallation,,site,,,,,1.0,
1030,,Towing Group 1,Transit,8.571428571428571,40195.71428571428,ACTION,3398.5714285714284,GravityBasedInstallation,,,,,,,3.0,0.0
1034,,Turbine Assembly Line 1,Delay,68.0,0.0,ACTION,3457.5,GravityBasedInstallation,,,,,,,,
1035,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3461.0,GravityBasedInstallation,,,,,,,,
1036,,Turbine Assembly Line 1,Delay,5.0,0.0,ACTION,3466.0,GravityBasedInstallation,,,,,,,,
1037,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3469.5,GravityBasedInstallation,,,,,,,,
1038,,Turbine Assembly Line 1,Delay,23.0,0.0,ACTION,3492.5,GravityBasedInstallation,,,,,,,,
1040,,Turbine Assembly Line 1,Mechanical Completion,24.0,0.0,ACTION,3516.5,GravityBasedInstallation,,,,,,,,
1054,,Turbine Assembly Line 1,Electrical Completion,72.0,0.0,ACTION,3588.5,GravityBasedInstallation,,,,,,,,
1055,,Towing Group 1,Delay: No Completed Assemblies Available,189.92857142857156,890670.0357142864,ACTION,3588.5,GravityBasedInstallation,,,,,,,3.0,
1056,,Substructure Assembly Line 1,Delay: No Substructure Storage Available,242.5,0.0,ACTION,3588.5,GravityBasedInstallation,,,,,,,,
1057,,Substructure Assembly Line 1,Substructure Assembly,0.0,0.0,ACTION,3588.5,GravityBasedInstallation,,,,,,,,
1058,,Turbine Assembly Line 1,Move Substructure,8.0,0.0,ACTION,3596.5,GravityBasedInstallation,,,,,,,,
1059,,Towing Group 1,Tow Substructure,20.0,93790.0,ACTION,3608.5,GravityBasedInstallation,,,,,,,3.0,0.0
1060,,Turbine Assembly Line 1,Prepare for Turbine Assembly,12.0,0.0,ACTION,3608.5,GravityBasedInstallation,,,,,,,,
1061,,Multi-Purpose AHTS Vessel,Delay: Not enough vessels for gravity foundations,218.5,975848.3125,ACTION,3608.5,GravityBasedInstallation,,Site,,,,,,
1062,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3612.5,GravityBasedInstallation,,,,,,,,
1063,,Multi-Purpose AHTS Vessel,Position Substructure,5.0,22330.625,ACTION,3613.5,GravityBasedInstallation,,,,,,,,
1064,,Multi-Purpose AHTS Vessel,ROV Survey,1.0,4466.125,ACTION,3614.5,GravityBasedInstallation,,,,,,,,
1066,,Turbine Assembly Line 1,Lift and Attach Tower Section,4.0,0.0,ACTION,3616.5,GravityBasedInstallation,,,,,,,,
1069,,Multi-Purpose AHTS Vessel,Pump Ballast,12.0,53593.5,ACTION,3626.5,GravityBasedInstallation,,,,,,,,
1070,,Turbine Assembly Line 1,Lift and Attach Nacelle,12.0,0.0,ACTION,3628.5,GravityBasedInstallation,,,,,,,,
1072,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3632.0,GravityBasedInstallation,,,,,,,,
1073,,Multi-Purpose AHTS Vessel,Grout GBF,6.0,26796.75,ACTION,3632.5,GravityBasedInstallation,,,,,,,,
1074,,Towing Group 1,Positioning Support,24.0,37516.0,ACTION,3632.5,GravityBasedInstallation,,site,,,,,1.0,
1075,,Turbine Assembly Line 1,Lift and Attach Blade,3.5,0.0,ACTION,3635.5,GravityBasedInstallation,,,,,,,,
